degree distribution (probability density function of the degree in logarithmic bins) 
12.7609	0.0926506
16.3243	0.0605952
20.4375	0.021306
24.5789	0.0205722
30.7059	0.0149666
36.8667	0.0107377
46.2143	0.00814879
58.6	0.00236636
71.1429	0.00269373
86.3333	0.000938693
95	0.000254418

degree distribution (degree-occurrences) 
12	0.116667
13	0.0833333
14	0.0555556
15	0.05
16	0.0722222
17	0.05
18	0.0333333
19	0.0222222
20	0.0277778
21	0.0166667
22	0.0222222
23	0.0388889
24	0.0222222
25	0.00555556
26	0.0222222
27	0.0166667
28	0.0166667
29	0.0166667
30	0.0111111
31	0.0166667
33	0.0333333
34	0.00555556
35	0.0166667
36	0.0111111
37	0.0277778
38	0.0111111
40	0.00555556
41	0.00555556
42	0.0111111
43	0.0111111
45	0.0111111
46	0.0111111
47	0.00555556
48	0.0111111
50	0.00555556
51	0.0111111
55	0.00555556
58	0.00555556
59	0.00555556
60	0.00555556
61	0.00555556
68	0.00555556
69	0.0111111
71	0.00555556
72	0.00555556
74	0.00555556
75	0.00555556
83	0.00555556
84	0.00555556
92	0.00555556
95	0.00555556


--------------------------------------
community distribution (size-occurrences)
12	0.333333
16	0.222222
18	0.222222
45	0.111111
58	0.111111


--------------------------------------
mixing parameter (topology)
0.333333	0.0222222
0.352941	0.00555556
0.358766	0.0222222
0.369396	0.0111111
0.376597	0.0888889
0.389072	0.2
0.399602	0.2
0.409739	0.15
0.418224	0.138889
0.429902	0.0777778
0.439815	0.0333333
0.448929	0.0166667
0.461538	0.0166667
0.5	0.0111111
0.538462	0.00555556

--------------------------------------
mixing parameter (weights)
0.299623	0.0166667
0.299677	0.0166667
0.299732	0.0277778
0.299776	0.0166667
0.299827	0.0333333
0.299861	0.0166667
0.299907	0.0722222
0.299955	0.0444444
0.299994	0.0833333
0.300045	0.0388889
0.3001	0.0666667
0.300136	0.0666667
0.300184	0.0833333
0.300224	0.105556
0.300263	0.0833333
0.300309	0.0888889
0.300364	0.0666667
0.300397	0.0555556
0.300445	0.0111111
0.300516	0.00555556

--------------------------------------
internal weights (weight-occurrences)
0.979261	0.00484094
1.01807	0.00622407
1.04345	0.0138313
1.07617	0.0283541
1.10922	0.116183
1.14008	0.235131
1.16982	0.237206
1.20117	0.159059
1.23328	0.0968188
1.26449	0.0580913
1.29241	0.0145228
1.33005	0.0103734
1.3658	0.0055325
1.39289	0.0055325
1.42504	0.00414938
1.44943	0.00138313
1.503	0.000691563
1.51488	0.000691563
1.59678	0.00138313

--------------------------------------
external weights (weight-occurrences)
0.529623	0.00306122
0.555065	0.00306122
0.574877	0.00408163
0.598944	0.0122449
0.621318	0.0163265
0.642074	0.0234694
0.663064	0.0418367
0.684953	0.0704082
0.705731	0.120408
0.728031	0.140816
0.748129	0.17449
0.769887	0.156122
0.789981	0.108163
0.8126	0.0591837
0.832912	0.0295918
0.856874	0.0142857
0.872703	0.00918367
0.898734	0.00714286
0.91961	0.00510204
0.953187	0.00102041
