1	57	0.740703
1	59	0.727208
1	66	0.726652
1	67	0.789024
1	71	0.777854
1	74	1.30445
1	77	2.06791
1	162	0.773988
1	177	0.684605
1	178	0.677747
1	179	0.669996
1	180	0.684432
2	4	0.785344
2	22	0.684349
2	33	0.670219
2	40	0.737249
2	57	0.714197
2	66	0.700146
2	67	0.762518
2	111	0.71613
2	151	0.718427
2	156	2.45244
2	162	0.747482
2	170	4.23863
3	7	0.826244
3	12	0.826058
3	13	0.680365
3	17	0.738114
3	38	0.740363
3	44	0.722799
3	128	2.12479
3	151	0.742125
3	162	0.77118
3	173	3.78298
4	2	0.785344
4	22	0.776651
4	33	0.762521
4	40	0.829551
4	54	0.802102
4	57	0.806499
4	66	0.792448
4	67	0.85482
4	162	0.839784
4	164	3.6603
4	165	2.52222
4	171	1.71196
5	97	0.703759
5	102	0.727606
5	105	0.734241
5	113	0.75218
5	119	0.711159
5	130	0.709185
5	139	0.716106
5	140	0.719641
5	159	0.726371
5	163	0.737793
5	173	3.34894
5	177	3.48269
6	10	0.773211
6	16	0.83663
6	24	0.754153
6	25	0.835771
6	28	0.827373
6	41	0.812349
6	106	1.08415
6	138	0.803891
6	143	0.776854
6	153	2.97731
6	154	0.825273
6	177	3.62239
7	3	0.826244
7	12	0.911863
7	13	0.76617
7	17	0.823919
7	38	0.826168
7	44	0.808603
7	99	1.44414
7	151	0.82793
7	155	3.00795
7	162	0.856985
7	167	2.80022
8	16	1.68698
8	30	0.165919
8	91	0.665516
8	168	0.84395
8	171	0.833875
8	172	0.799181
8	175	0.771799
8	176	0.794876
8	177	0.8
8	178	0.793142
8	179	0.785391
8	180	0.799827
9	19	0.772134
9	37	0.827733
9	73	0.781283
9	74	0.832519
9	82	0.801269
9	85	0.808987
9	88	0.799966
9	94	0.836247
9	118	1.36618
9	165	0.757501
9	171	2.55019
9	176	3.77418
10	6	0.773211
10	16	0.741716
10	24	0.65924
10	25	0.740857
10	28	0.732459
10	41	0.717435
10	123	0.74567
10	133	1.92289
10	138	0.708977
10	143	0.68194
10	154	0.730359
10	178	4.88571
11	34	0.864165
11	47	0.844961
11	48	0.844475
11	55	0.836706
11	62	0.822677
11	63	0.823539
11	69	0.822557
11	149	1.66051
11	150	4.19049
11	170	0.77823
11	178	2.5414
12	3	0.826058
12	7	0.911863
12	13	0.765984
12	17	0.823733
12	38	0.825981
12	44	0.808417
12	124	1.46799
12	143	2.18356
12	151	0.827744
12	155	3.60845
12	162	0.856798
13	3	0.680365
13	7	0.76617
13	12	0.765984
13	17	0.67804
13	38	0.680289
13	44	0.662725
13	60	0.72318
13	70	0.699736
13	93	0.738276
13	95	2.15109
13	151	0.682051
13	162	0.711106
13	179	4.96516
14	30	0.764723
14	137	0.664623
14	140	1.03662
14	157	0.824962
14	167	0.794751
14	172	0.778975
14	173	0.784831
14	174	0.763443
14	176	0.774669
14	177	0.779794
14	178	0.772936
14	179	0.765185
14	180	0.779621
15	42	0.692325
15	56	0.787066
15	72	0.829572
15	73	0.770047
15	82	0.790033
15	85	0.797751
15	88	0.78873
15	94	0.825011
15	111	0.789624
15	160	2.4297
15	164	3.45107
15	165	0.746265
15	177	2.51021
16	6	0.83663
16	8	1.68698
16	10	0.741716
16	24	0.722658
16	25	0.804276
16	28	0.795878
16	41	0.780854
16	83	0.810041
16	90	2.672
16	138	0.772396
16	143	0.745359
16	146	2.51102
16	154	0.793778
17	3	0.738114
17	7	0.823919
17	12	0.823733
17	13	0.67804
17	38	0.738038
17	44	0.720473
17	103	2.367
17	151	0.7398
17	155	3.39749
17	162	0.768855
18	70	2.18774
18	97	0.767212
18	110	0.788931
18	119	0.774612
18	120	2.15668
18	125	0.781362
18	127	0.778751
18	130	0.772638
18	137	0.77757
18	154	0.800041
18	159	0.789824
18	163	0.801247
18	176	3.85875
19	9	0.772134
19	42	0.613194
19	49	0.725327
19	61	0.712849
19	72	0.750441
19	73	0.690916
19	82	0.710903
19	85	0.71862
19	88	0.709599
19	94	0.74588
19	98	4.34382
19	134	3.14654
19	165	0.667134
20	27	0.767742
20	36	0.747578
20	53	0.731739
20	65	0.701723
20	77	0.763407
20	78	0.688281
20	80	0.699398
20	83	3.36669
20	84	0.727104
20	93	3.25891
20	156	0.705799
20	165	0.670623
20	170	0.654198
21	78	0.652599
21	82	4.15369
21	84	0.691423
21	140	0.682954
21	141	0.712017
21	149	0.676889
21	163	0.701107
21	167	0.635226
21	170	0.618517
21	177	0.620269
21	178	0.613411
21	179	0.60566
21	180	0.620096
22	2	0.684349
22	4	0.776651
22	33	0.661525
22	40	0.728556
22	54	0.701106
22	57	0.705504
22	66	0.691452
22	67	0.753824
22	134	0.67572
22	145	3.24583
22	151	0.709733
22	162	0.738788
22	166	3.81107
23	60	0.800994
23	125	1.63556
23	162	1.7665
23	168	0.743488
23	171	0.733414
23	173	0.704576
23	174	0.683188
23	175	0.671337
23	176	0.694414
23	177	0.699539
23	178	0.692681
23	179	0.68493
23	180	0.699366
24	6	0.754153
24	10	0.65924
24	16	0.722658
24	25	0.7218
24	28	0.713401
24	41	0.698377
24	68	3.02333
24	83	0.727565
24	123	0.726612
24	129	3.86252
24	138	0.689919
24	143	0.662882
24	154	0.711301
25	6	0.835771
25	10	0.740857
25	16	0.804276
25	24	0.7218
25	28	0.795019
25	41	0.779995
25	43	1.84539
25	123	0.80823
25	138	0.771537
25	143	0.7445
25	154	0.792919
25	171	2.59447
25	172	3.52524
26	102	0.719098
26	119	0.702651
26	121	0.723308
26	125	0.709401
26	132	3.03254
26	136	0.716217
26	139	0.707598
26	140	0.711133
26	141	0.740196
26	150	0.63569
26	159	0.717863
26	163	0.729286
26	171	4.12728
27	20	0.767742
27	36	0.826575
27	53	0.810737
27	65	0.78072
27	77	0.842405
27	78	0.767278
27	80	0.778396
27	84	0.806101
27	134	3.62312
27	135	13.2
27	160	4.06775
27	165	0.74962
27	170	0.733196
28	6	0.827373
28	10	0.732459
28	16	0.795878
28	24	0.713401
28	25	0.795019
28	41	0.771597
28	83	0.800784
28	123	0.799832
28	138	0.763139
28	154	0.784521
28	164	3.50146
28	171	1.55312
28	178	3.31844
29	31	0.696219
29	45	0.650119
29	50	0.669162
29	52	0.708031
29	59	0.615861
29	60	0.674714
29	71	0.666507
29	95	0.644499
29	124	0.634957
29	138	0.631509
29	150	0.560501
29	162	0.662641
29	176	6.18929
30	8	0.165919
30	14	0.764723
30	102	0.772026
30	112	0.754952
30	125	0.762328
30	127	0.759717
30	134	0.72769
30	137	0.758536
30	139	0.760526
30	140	0.764061
30	141	0.793123
30	152	5.55746
30	159	0.770791
30	163	0.782213
31	29	0.696219
31	45	0.822977
31	50	0.84202
31	52	0.880889
31	59	0.788719
31	71	0.839365
31	89	3.56361
31	109	2.04798
31	122	2.04455
31	138	0.804367
31	150	0.733359
31	162	0.835499
32	77	2.38917
32	109	0.794999
32	131	1.65147
32	148	0.744518
32	152	0.683272
32	169	0.682196
32	171	0.725001
32	173	0.696163
32	175	0.662924
32	176	0.686001
32	177	0.691126
32	178	0.684268
32	179	0.676517
32	180	0.690953
33	2	0.670219
33	4	0.762521
33	22	0.661525
33	40	0.714426
33	54	0.686976
33	57	0.691374
33	66	0.677322
33	67	0.739694
33	123	0.730219
33	134	0.66159
33	142	2.98565
33	143	4.39377
33	151	0.695603
33	162	0.724658
34	11	0.864165
34	39	0.802669
34	47	0.772317
34	48	0.771831
34	51	0.786577
34	55	0.764063
34	62	0.750033
34	63	0.750896
34	64	0.753809
34	69	0.749913
34	161	1.39795
