1	1 
2	4 
3	4 
4	6 
5	1 6 
6	5 
7	6 
8	6 
9	1 
10	5 
11	5 
12	6 
13	6 
14	1 
15	1 
16	4 
17	4 
18	6 
19	5 
20	2 6 
21	5 
22	3 
23	1 
24	3 
25	2 
26	3 
27	5 
28	3 
29	3 
30	1 
31	4 
32	2 
33	4 
34	2 
35	1 
36	6 
37	2 
38	2 6 
39	3 
40	2 
41	1 5 
42	4 
43	1 
44	2 
45	1 
46	1 
47	3 
48	2 
49	1 
50	1 
51	3 
52	6 
53	1 
54	5 
55	5 
56	2 
57	5 
58	1 
59	4 6 
60	3 
61	5 
62	1 
63	6 
64	2 
65	6 
66	1 5 
67	3 
68	5 6 
69	5 
70	6 
71	3 
72	4 
73	1 3 
74	3 
75	2 
76	5 
77	1 
78	5 
79	1 
80	3 5 
81	1 
82	2 
83	5 
84	6 
85	4 
86	5 
87	4 
88	2 
89	5 
90	2 
91	6 
92	1 
93	2 
94	6 
95	1 
96	5 
97	3 
98	4 
99	6 
100	1 
101	1 
102	4 
103	2 6 
104	4 
105	2 
106	3 
107	5 
108	5 
109	4 
110	1 5 
111	4 
112	6 
113	1 
114	6 
115	3 
116	3 
117	3 
118	3 
119	1 4 
120	6 
121	1 
122	6 
123	1 
124	5 
125	5 
126	5 
127	6 
128	6 
129	1 
130	6 
131	6 
132	5 6 
133	6 
134	6 
135	5 
136	1 
137	1 
138	1 
139	1 
140	5 
141	6 
142	5 
143	1 
144	1 
145	6 
146	1 
147	1 
148	1 
149	5 
150	1 6 
151	1 
152	1 
153	1 
154	1 
155	1 
156	1 
157	1 
158	1 
159	1 
160	1 
161	1 
162	1 
163	1 
164	4 6 
165	1 
166	1 
167	1 4 
168	1 
169	1 
170	1 
171	1 
172	1 3 
173	1 
174	1 
175	1 
176	1 5 
177	1 
178	1 
179	1 
180	1 
