1	1 
2	6 
3	4 
4	2 
5	1 5 
6	2 
7	3 
8	3 
9	6 
10	6 
11	6 
12	5 
13	2 
14	6 
15	1 
16	5 
17	1 
18	3 
19	1 
20	3 
21	1 4 
22	6 
23	3 4 
24	2 
25	6 
26	5 
27	1 
28	3 
29	3 
30	5 
31	1 
32	6 
33	5 
34	6 
35	2 
36	2 
37	1 
38	5 
39	5 
40	6 
41	1 
42	5 
43	1 
44	3 
45	1 
46	6 
47	4 
48	4 
49	1 
50	3 
51	5 
52	2 
53	1 5 
54	4 
55	3 
56	3 
57	4 
58	3 
59	4 
60	6 
61	6 
62	5 
63	5 
64	4 
65	4 
66	4 
67	6 
68	6 
69	5 
70	1 
71	6 
72	4 
73	1 4 
74	2 
75	1 
76	1 
77	1 
78	1 
79	2 
80	2 
81	2 
82	5 
83	2 
84	2 
85	4 
86	5 
87	1 
88	2 
89	5 
90	1 
91	2 
92	4 
93	4 
94	5 
95	5 
96	1 
97	1 
98	4 
99	4 
100	1 
101	1 
102	2 
103	1 
104	1 3 
105	2 
106	5 
107	2 
108	4 
109	4 
110	2 
111	2 
112	5 
113	2 
114	2 
115	5 
116	1 
117	5 
118	5 
119	1 
120	2 
121	2 
122	2 
123	1 
124	1 
125	3 6 
126	1 2 
127	2 
128	1 
129	1 
130	1 
131	1 
132	1 
133	1 
134	1 
135	1 2 
136	1 
137	1 
138	1 
139	2 
140	2 
141	1 5 
142	1 
143	2 5 
144	1 
145	2 4 
146	1 
147	1 
148	1 
149	1 
150	1 2 
151	1 
152	1 2 
153	1 
154	1 
155	1 
156	1 
157	1 
158	1 4 
159	1 
160	1 
161	1 
162	1 
163	1 
164	1 
165	4 5 
166	1 5 
167	1 
168	1 
169	1 4 
170	1 
171	1 
172	1 
173	1 
174	1 
175	1 
176	1 
177	1 
178	1 
179	1 
180	1 
