1	5 
2	2 
3	5 
4	5 
5	5 
6	5 
7	1 
8	1 3 4 
9	4 
10	1 
11	6 
12	1 
13	4 
14	1 2 6 
15	3 
16	3 
17	4 
18	5 
19	1 4 5 
20	2 
21	2 
22	5 
23	4 
24	6 
25	1 
26	1 4 5 
27	5 
28	6 
29	5 
30	1 
31	1 
32	2 
33	4 
34	4 
35	1 
36	2 
37	2 
38	1 
39	2 
40	2 
41	5 
42	3 
43	3 
44	3 
45	6 
46	4 
47	2 
48	1 4 6 
49	1 
50	1 
51	6 
52	4 
53	5 
54	5 
55	5 
56	1 
57	2 4 6 
58	2 
59	4 
60	3 
61	2 4 5 
62	4 
63	1 
64	5 
65	2 
66	1 
67	2 
68	3 
69	4 
70	4 
71	5 
72	1 
73	3 
74	3 
75	1 
76	6 
77	1 
78	3 
79	1 
80	4 
81	1 
82	1 
83	1 
84	1 
85	1 
86	6 
87	1 
88	6 
89	2 
90	1 5 6 
91	5 
92	1 4 6 
93	4 
94	4 
95	6 
96	1 
97	1 5 6 
98	6 
99	1 
100	2 
101	4 
102	1 
103	2 
104	2 
105	2 5 6 
106	6 
107	4 
108	4 
109	2 
110	2 5 6 
111	2 
112	1 
113	1 
114	1 
115	2 
116	1 
117	6 
118	1 
119	1 
120	6 
121	1 2 6 
122	1 
123	1 
124	2 
125	1 2 3 
126	2 
127	2 
128	2 
129	6 
130	5 
131	4 
132	1 
133	1 
134	3 5 6 
135	4 
136	5 
137	1 
138	1 
139	6 
140	1 5 6 
141	1 2 6 
142	1 
143	1 
144	1 3 4 
145	2 
146	3 4 5 
147	6 
148	6 
149	6 
150	5 
151	1 5 6 
152	1 4 6 
153	5 
154	2 
155	2 
156	2 
157	1 
158	1 
159	2 
160	2 
161	1 2 5 
162	1 
163	2 
164	2 
165	1 
166	2 
167	2 
168	2 
169	1 
170	1 
171	1 
172	1 2 6 
173	1 
174	1 4 5 
175	1 
176	1 
177	1 
178	1 3 5 
179	1 
180	1 
