1	1 
2	1 6 
3	7 
4	9 
5	1 
6	2 
7	4 
8	3 
9	2 
10	9 
11	6 
12	7 
13	4 
14	7 
15	6 
16	1 
17	4 
18	3 
19	8 
20	5 
21	1 4 
22	2 
23	1 
24	1 
25	3 
26	7 
27	2 3 
28	4 
29	4 
30	7 
31	8 
32	7 
33	1 
34	9 
35	3 4 
36	4 
37	9 
38	4 
39	1 
40	6 
41	2 
42	6 
43	3 
44	8 
45	4 
46	1 
47	5 
48	2 
49	9 
50	3 
51	4 
52	8 
53	5 
54	1 
55	7 
56	6 
57	7 
58	6 
59	8 
60	4 
61	2 
62	8 
63	3 7 
64	1 
65	3 
66	1 
67	8 
68	5 
69	3 
70	8 
71	4 6 
72	2 
73	9 
74	1 
75	7 
76	5 
77	6 
78	8 
79	4 
80	4 8 
81	1 
82	7 
83	8 
84	5 
85	5 
86	3 
87	4 
88	1 
89	1 2 
90	6 
91	5 
92	2 
93	4 
94	4 
95	1 
96	1 
97	3 
98	5 
99	5 
100	1 4 
101	6 
102	5 
103	4 
104	2 
105	2 
106	1 
107	6 
108	4 6 
109	3 
110	4 
111	6 
112	6 
113	1 9 
114	6 9 
115	3 
116	1 
117	3 
118	1 
119	1 
120	4 
121	1 
122	1 
123	1 
124	1 
125	4 
126	3 
127	4 
128	3 5 
129	4 
130	5 8 
131	3 
132	5 6 
133	1 
134	4 
135	2 3 
136	1 
137	1 
138	1 7 
139	4 9 
140	3 
141	1 
142	1 3 
143	1 
144	3 
145	1 
146	2 9 
147	1 
148	4 
149	1 
150	8 9 
151	4 
152	1 
153	1 
154	1 
155	1 
156	4 
157	1 3 
158	4 
159	1 
160	1 
161	1 
162	4 
163	1 
164	1 
165	1 
166	1 
167	4 
168	1 2 
169	1 5 
170	4 
171	4 
172	1 9 
173	1 
174	1 
175	1 
176	1 
177	3 4 
178	1 
179	1 
180	1 4 
