1	1 
2	3 
3	3 
4	2 
5	1 
6	4 
7	1 
8	3 
9	1 
10	1 
11	1 
12	4 
13	4 
14	3 
15	3 
16	1 
17	2 
18	3 
19	1 4 
20	3 
21	3 
22	3 4 
23	1 
24	3 
25	2 
26	4 
27	2 
28	2 
29	4 
30	2 
31	3 
32	3 
33	4 
34	1 
35	2 
36	2 4 
37	3 
38	3 
39	2 
40	1 
41	1 2 
42	3 
43	4 
44	1 
45	1 
46	2 3 
47	1 
48	4 
49	4 
50	2 
51	1 
52	1 
53	2 
54	2 
55	1 
56	2 
57	2 
58	1 2 
59	1 2 
60	3 
61	1 
62	3 
63	3 
64	2 
65	4 
66	4 
67	1 
68	1 
69	4 
70	4 
71	1 3 
72	3 
73	1 
74	1 
75	4 
76	1 
77	2 
78	4 
79	2 3 
80	1 
81	2 
82	4 
83	3 
84	3 
85	1 
86	1 
87	3 
88	1 
89	2 
90	4 
91	1 
92	2 
93	4 
94	1 
95	1 
96	2 
97	4 
98	1 
99	1 
100	3 
101	2 
102	4 
103	1 
104	4 
105	4 
106	3 
107	3 
108	2 
109	1 
110	1 2 
111	2 
112	2 
113	1 
114	4 
115	1 
116	2 
117	4 
118	4 
119	4 
120	3 
121	1 
122	3 
123	2 
124	1 
125	3 
126	3 4 
127	1 
128	2 
129	3 
130	4 
131	2 
132	2 4 
133	1 
134	4 
135	1 
136	3 
137	1 
138	2 
139	1 
140	1 
141	3 
142	3 
143	2 4 
144	4 
145	1 
146	2 
147	3 
148	4 
149	1 2 
150	4 
151	4 
152	4 
153	1 4 
154	2 
155	3 
156	1 
157	4 
158	2 
159	1 
160	2 
161	1 
162	1 
163	1 
164	4 
165	1 
166	1 
167	1 4 
168	1 
169	1 
170	2 3 
171	1 
172	1 
173	1 
174	1 2 
175	1 
176	1 
177	1 
178	1 
179	1 
180	1 
