1	7 
2	1 
3	2 
4	5 
5	1 
6	5 
7	8 
8	6 
9	5 
10	1 
11	7 
12	6 
13	2 
14	6 
15	8 
16	5 
17	5 
18	6 
19	1 
20	8 
21	5 
22	8 
23	6 
24	2 
25	6 
26	6 
27	6 
28	1 3 
29	3 
30	6 
31	1 
32	7 
33	1 2 
34	3 
35	1 
36	5 
37	3 
38	6 
39	2 
40	2 
41	3 
42	7 
43	2 
44	5 
45	3 
46	8 
47	1 
48	1 
49	6 
50	8 
51	3 
52	3 
53	1 
54	6 
55	3 
56	3 
57	5 
58	8 
59	3 
60	5 
61	1 
62	4 
63	7 
64	3 
65	5 
66	2 
67	4 
68	3 
69	4 
70	8 
71	4 
72	7 
73	8 
74	1 
75	2 
76	2 
77	2 
78	8 
79	7 
80	1 
81	1 
82	7 
83	8 
84	8 
85	8 
86	8 
87	2 
88	2 4 
89	1 
90	4 
91	1 5 
92	1 4 
93	2 
94	2 
95	7 
96	1 
97	4 
98	4 
99	4 6 
100	4 
101	1 
102	4 
103	1 
104	7 
105	7 
106	7 
107	7 
108	1 
109	1 7 
110	4 
111	4 
112	1 
113	1 7 
114	7 
115	4 
116	4 
117	1 
118	1 
119	7 
120	4 
121	4 
122	7 
123	4 
124	1 
125	1 
126	4 
127	4 
128	1 
129	4 
130	1 8 
131	1 7 
132	1 
133	7 
134	7 
135	7 
136	1 
137	7 
138	1 
139	7 
140	7 
141	1 
142	1 
143	1 
144	1 
145	1 
146	1 4 
147	1 
148	5 7 
149	1 
150	1 3 
151	1 
152	1 7 
153	1 
154	1 
155	1 
156	1 
157	1 
158	1 
159	1 
160	7 8 
161	1 
162	1 
163	2 7 
164	1 
165	1 
166	1 
167	1 
168	1 
169	1 
170	1 
171	1 
172	1 
173	1 
174	1 
175	1 
176	1 
177	1 4 
178	1 2 
179	1 
180	1 
