1	5 
2	3 
3	4 
4	2 
5	4 
6	4 
7	1 2 
8	9 
9	3 5 
10	5 
11	4 
12	4 
13	9 
14	8 
15	7 
16	7 
17	8 
18	8 
19	9 
20	3 
21	8 
22	4 
23	1 
24	9 
25	6 
26	5 
27	1 5 
28	3 
29	1 
30	1 
31	1 
32	2 
33	1 2 
34	8 
35	4 
36	6 
37	1 5 
38	9 
39	3 
40	1 
41	8 
42	9 
43	1 
44	7 
45	8 
46	5 
47	6 
48	1 
49	8 
50	6 
51	6 
52	7 
53	6 
54	4 
55	8 
56	7 
57	9 
58	6 
59	4 
60	9 
61	4 
62	3 
63	7 
64	9 
65	2 
66	1 
67	5 8 
68	6 
69	7 
70	1 
71	2 
72	2 
73	7 
74	9 
75	7 
76	3 
77	7 
78	9 
79	1 
80	2 
81	9 
82	3 
83	9 
84	3 
85	4 5 
86	3 
87	8 
88	8 
89	5 
90	9 
91	2 
92	5 
93	4 
94	2 
95	1 
96	1 
97	1 5 
98	1 
99	1 
100	5 
101	5 
102	9 
103	3 5 
104	1 
105	9 
106	2 
107	4 6 
108	2 8 
109	8 
110	1 
111	5 
112	1 
113	1 
114	1 
115	2 
116	2 
117	2 
118	7 8 
119	2 
120	2 
121	5 9 
122	2 
123	2 
124	1 
125	1 
126	6 7 
127	5 
128	1 
129	5 8 
130	1 
131	1 
132	2 
133	3 5 
134	5 
135	1 
136	1 
137	2 
138	3 5 
139	5 
140	1 
141	1 
142	1 
143	5 
144	2 
145	5 
146	5 6 
147	1 5 
148	5 
149	5 
150	1 
151	1 9 
152	2 
153	3 4 
154	5 
155	1 
156	5 
157	1 
158	1 
159	1 
160	1 
161	2 8 
162	1 
163	1 
164	1 7 
165	1 
166	1 
167	2 5 
168	1 
169	1 
170	1 6 
171	1 
172	1 
173	1 
174	1 
175	1 
176	1 
177	1 
178	1 2 
179	1 
180	1 
