1	1 
2	1 
3	2 
4	5 
5	5 
6	1 
7	3 
8	3 
9	1 
10	1 
11	1 
12	2 
13	1 
14	5 
15	2 
16	2 
17	2 
18	1 2 4 
19	3 
20	2 
21	2 
22	5 
23	1 
24	3 
25	1 
26	2 
27	3 
28	3 
29	1 
30	2 
31	1 
32	4 
33	1 
34	3 
35	1 
36	3 
37	3 
38	2 
39	1 
40	2 
41	2 
42	1 
43	1 
44	2 
45	3 
46	3 
47	1 
48	3 
49	1 
50	1 
51	2 
52	2 
53	2 
54	2 
55	1 
56	4 
57	4 
58	2 
59	1 
60	1 2 3 
61	2 
62	2 
63	2 
64	3 
65	1 2 5 
66	2 
67	1 
68	1 
69	4 
70	1 
71	2 
72	2 
73	2 
74	4 
75	3 
76	1 
77	1 
78	2 
79	5 
80	2 
81	2 4 5 
82	2 
83	1 
84	3 
85	1 
86	3 
87	2 
88	1 2 5 
89	3 
90	1 
91	1 2 3 
92	2 
93	2 3 4 
94	3 
95	1 2 4 
96	2 
97	4 
98	2 
99	5 
100	2 
101	3 
102	2 
103	2 
104	2 
105	5 
106	1 
107	2 
108	3 
109	2 
110	1 4 5 
111	2 
112	1 
113	5 
114	1 3 4 
115	2 
116	2 
117	2 
118	2 
119	5 
120	2 
121	1 3 4 
122	1 
123	4 
124	1 
125	2 
126	2 4 5 
127	1 
128	1 
129	2 
130	4 
131	2 
132	2 
133	2 
134	1 
135	1 
136	1 
137	2 
138	1 
139	1 
140	3 
141	3 
142	2 
143	2 
144	2 
145	1 2 4 
146	4 
147	2 
148	2 
149	2 3 4 
150	4 
151	3 
152	4 
153	1 
154	3 
155	2 
156	2 
157	2 
158	2 
159	1 
160	3 
161	1 2 3 
162	2 4 5 
163	2 
164	1 2 3 
165	3 
166	2 
167	2 
168	2 
169	2 3 4 
170	1 
171	1 
172	2 
173	1 
174	1 
175	2 
176	1 
177	2 
178	1 
179	2 
180	2 
