1	7 
2	3 
3	1 
4	4 
5	7 
6	2 
7	7 
8	3 
9	3 
10	1 5 
11	3 
12	6 
13	1 
14	3 
15	7 
16	2 
17	5 
18	5 
19	6 
20	2 6 
21	7 
22	2 
23	5 
24	1 
25	1 7 
26	2 
27	3 
28	7 
29	3 
30	2 
31	6 
32	7 
33	5 
34	6 
35	4 
36	3 
37	3 
38	2 
39	5 
40	1 
41	2 
42	6 
43	7 
44	7 
45	6 
46	3 
47	5 
48	6 
49	5 
50	4 
51	7 
52	5 
53	1 
54	7 
55	1 
56	4 
57	1 
58	5 
59	2 
60	6 
61	4 
62	6 
63	6 
64	1 
65	4 
66	3 
67	6 
68	3 
69	7 
70	2 
71	6 
72	2 
73	1 
74	7 
75	4 
76	2 
77	1 
78	3 
79	6 
80	3 
81	4 
82	5 
83	2 
84	1 
85	1 
86	3 
87	3 
88	5 
89	3 
90	5 
91	5 
92	4 
93	5 
94	1 
95	1 
96	2 
97	5 
98	2 
99	4 
100	5 
101	4 
102	4 
103	4 
104	5 
105	2 
106	4 
107	2 
108	1 3 
109	4 
110	1 
111	2 
112	4 
113	1 
114	2 
115	1 2 
116	2 
117	3 
118	4 
119	4 
120	1 
121	2 
122	2 
123	1 
124	4 
125	1 
126	4 
127	1 
128	1 
129	1 3 
130	1 
131	4 
132	1 7 
133	1 5 
134	1 
135	1 
136	1 4 
137	4 6 
138	1 
139	1 
140	1 
141	1 
142	1 
143	1 
144	1 
145	1 
146	1 
147	1 5 
148	1 
149	1 
150	1 
151	1 6 
152	1 
153	1 
154	2 3 
155	4 5 
156	1 
157	1 
158	1 
159	1 
160	1 
161	1 4 
162	1 3 
163	1 
164	1 
165	1 
166	1 4 
167	1 
168	1 
169	1 4 
170	1 
171	1 
172	1 
173	1 
174	1 
175	1 
176	1 
177	1 
178	1 
179	1 
180	1 
