1	4 
2	5 
3	1 6 7 
4	3 
5	4 
6	3 
7	1 
8	4 
9	1 
10	6 
11	1 
12	5 
13	7 
14	4 
15	1 
16	3 
17	5 
18	1 
19	2 
20	7 
21	6 
22	6 
23	1 
24	6 
25	3 
26	5 
27	2 
28	2 
29	5 
30	4 
31	2 4 7 
32	5 
33	1 
34	5 
35	3 
36	6 
37	6 
38	2 
39	2 
40	4 
41	6 
42	3 
43	1 
44	1 
45	6 
46	1 2 6 
47	5 
48	2 
49	6 
50	1 
51	4 
52	7 
53	1 
54	2 
55	1 
56	1 
57	3 
58	1 
59	1 3 6 
60	5 
61	3 
62	6 
63	1 3 6 
64	6 
65	1 3 6 
66	7 
67	4 
68	5 
69	2 
70	6 
71	6 
72	6 
73	1 
74	6 
75	5 
76	2 
77	6 
78	2 4 6 
79	5 
80	6 
81	4 
82	4 
83	6 
84	1 
85	4 
86	2 
87	1 
88	2 
89	6 
90	5 
91	7 
92	1 
93	4 
94	7 
95	1 5 6 
96	6 
97	6 
98	1 
99	7 
100	7 
101	2 3 7 
102	1 
103	1 3 6 
104	6 
105	1 
106	6 
107	7 
108	4 
109	6 
110	2 
111	7 
112	1 
113	1 
114	2 
115	1 
116	1 
117	6 
118	7 
119	1 
120	1 4 7 
121	6 
122	2 
123	1 
124	1 
125	1 
126	2 4 7 
127	6 
128	1 
129	1 5 6 
130	6 
131	1 
132	1 
133	6 
134	1 
135	1 5 6 
136	1 
137	1 
138	1 
139	1 
140	6 
141	1 
142	1 
143	6 
144	2 6 7 
145	1 
146	1 
147	6 
148	6 
149	1 
150	6 
151	6 
152	6 
153	6 
154	6 
155	1 
156	1 
157	1 
158	6 
159	6 
160	6 
161	6 
162	1 
163	1 
164	1 3 7 
165	1 
166	1 
167	1 
168	6 
169	1 4 6 
170	1 
171	6 
172	6 
173	1 
174	6 
175	1 
176	1 2 7 
177	1 
178	1 
179	1 
180	1 5 6 
