1	10 
2	3 
3	7 
4	3 
5	2 
6	5 
7	1 
8	9 
9	6 
10	8 
11	1 
12	8 
13	9 
14	6 
15	5 
16	3 
17	10 
18	6 
19	11 
20	4 
21	3 
22	11 
23	9 
24	5 
25	3 
26	10 
27	10 
28	4 
29	9 
30	3 
31	5 
32	8 
33	6 
34	8 
35	1 
36	4 
37	5 
38	11 
39	3 
40	8 
41	6 
42	4 
43	5 
44	11 
45	8 
46	11 
47	1 
48	1 
49	8 
50	3 
51	11 
52	8 
53	8 
54	2 
55	2 
56	6 
57	2 
58	3 
59	9 
60	2 
61	10 
62	11 
63	3 
64	9 
65	2 
66	4 
67	10 
68	6 
69	2 
70	1 
71	1 
72	10 
73	9 
74	9 
75	10 
76	5 
77	1 2 5 
78	9 
79	1 
80	9 
81	1 
82	2 
83	2 
84	8 
85	7 
86	8 
87	7 
88	1 4 10 
89	2 
90	2 
91	6 
92	8 
93	2 
94	2 
95	10 
96	6 
97	1 
98	7 
99	3 4 7 
100	7 
101	3 5 6 
102	6 
103	1 
104	1 
105	1 8 10 
106	1 7 9 
107	7 
108	6 
109	1 
110	1 
111	7 
112	7 
113	6 
114	7 
115	7 
116	7 
117	1 
118	1 
119	7 
120	7 
121	1 
122	1 
123	1 
124	7 
125	1 
126	1 
127	2 9 11 
128	1 
129	1 
130	1 
131	7 
132	6 10 11 
133	7 
134	7 
135	1 4 7 
136	1 4 6 
137	1 2 11 
138	1 
139	1 
140	1 
141	1 
142	1 
143	1 
144	1 
145	1 
146	1 
147	1 
148	1 
149	1 
150	6 7 11 
151	1 7 10 
152	1 
153	1 
154	1 
155	3 4 9 
156	1 
157	1 
158	1 5 7 
159	1 
160	1 2 7 
161	1 6 10 
162	4 5 11 
163	5 10 11 
164	1 
165	1 
166	4 5 6 
167	1 
168	1 
169	1 
170	1 8 10 
171	1 
172	1 6 7 
173	1 
174	1 
175	1 
176	1 5 10 
177	1 
178	1 4 9 
179	1 6 8 
180	1 
