1	4 
2	2 
3	3 
4	9 
5	9 
6	6 
7	5 
8	2 
9	6 
10	3 
11	4 
12	6 
13	4 
14	5 
15	7 
16	9 
17	8 
18	5 
19	4 
20	6 
21	4 
22	8 
23	3 7 8 
24	7 
25	6 
26	4 
27	7 
28	8 
29	7 
30	4 
31	1 5 7 
32	1 
33	7 
34	2 
35	8 
36	3 
37	1 
38	9 
39	7 
40	9 
41	6 
42	1 5 9 
43	3 
44	7 
45	5 
46	4 
47	9 
48	6 
49	6 
50	4 
51	4 
52	2 
53	5 
54	1 
55	6 
56	8 
57	9 
58	8 
59	7 
60	3 
61	6 
62	4 
63	3 
64	1 
65	1 
66	2 3 5 
67	8 
68	3 
69	1 
70	6 
71	3 
72	2 
73	4 
74	2 7 8 
75	2 
76	8 
77	1 2 8 
78	1 
79	6 
80	5 
81	9 
82	9 
83	1 
84	2 
85	3 
86	4 
87	5 
88	3 
89	9 
90	9 
91	2 
92	2 
93	2 
94	3 
95	5 
96	1 
97	1 
98	9 
99	2 
100	9 
101	1 3 9 
102	3 
103	2 
104	5 
105	3 
106	2 
107	5 
108	1 
109	5 
110	2 
111	5 
112	1 
113	6 
114	6 
115	5 
116	2 
117	1 
118	6 
119	3 5 8 
120	1 
121	1 
122	2 
123	2 
124	2 
125	2 
126	1 
127	1 5 6 
128	1 
129	1 
130	1 
131	2 3 9 
132	1 
133	1 
134	1 4 6 
135	1 
136	1 
137	1 
138	1 5 9 
139	1 
140	1 
141	1 
142	1 
143	1 
144	1 
145	1 
146	1 6 7 
147	1 
148	1 
149	1 
150	1 
151	2 3 6 
152	1 
153	1 
154	1 
155	1 
156	1 
157	1 
158	1 2 8 
159	1 
160	1 7 8 
161	1 
162	1 
163	1 
164	1 
165	2 4 5 
166	1 
167	1 
168	1 
169	1 
170	1 
171	1 
172	1 
173	1 
174	1 
175	1 2 6 
176	1 
177	1 
178	1 
179	1 
180	1 
