1	3 
2	7 
3	1 
4	1 
5	1 
6	9 
7	6 
8	1 
9	4 
10	2 
11	1 
12	8 
13	2 
14	1 
15	9 
16	3 
17	5 
18	3 
19	8 
20	1 
21	8 
22	5 
23	4 
24	8 
25	5 
26	5 
27	1 3 7 
28	5 
29	1 3 7 
30	8 
31	4 
32	1 
33	3 
34	4 
35	1 
36	7 
37	4 
38	5 
39	4 
40	5 
41	4 
42	7 
43	2 4 9 
44	7 
45	1 2 3 
46	6 
47	7 
48	7 
49	9 
50	8 
51	3 
52	1 
53	3 
54	4 
55	3 
56	6 
57	7 
58	8 
59	7 
60	3 
61	9 
62	2 
63	6 
64	9 
65	4 
66	7 
67	1 
68	9 
69	8 
70	1 2 3 
71	6 
72	6 
73	5 
74	6 
75	6 
76	8 
77	2 
78	8 
79	1 5 6 
80	2 
81	8 
82	9 
83	5 
84	3 
85	2 
86	2 3 7 
87	3 
88	1 
89	6 
90	2 
91	9 
92	3 
93	1 
94	2 
95	9 
96	6 
97	1 
98	9 
99	3 
100	6 
101	2 
102	1 
103	6 
104	6 
105	2 
106	1 
107	1 
108	9 
109	1 
110	3 
111	3 
112	1 
113	1 
114	2 
115	1 
116	1 
117	3 
118	1 
119	1 
120	3 
121	2 
122	2 
123	1 
124	3 
125	1 2 5 
126	1 
127	3 
128	1 3 4 
129	3 
130	1 
131	2 
132	2 
133	1 
134	1 
135	3 
136	3 
137	1 3 8 
138	1 
139	3 
140	1 2 9 
141	1 
142	3 7 9 
143	5 6 9 
144	3 
145	1 3 6 
146	1 
147	3 
148	1 7 8 
149	1 2 4 
150	1 
151	3 5 9 
152	3 
153	3 
154	1 
155	2 3 4 
156	1 
157	1 
158	3 
159	1 
160	1 
161	3 
162	1 
163	3 
164	1 
165	3 
166	3 
167	3 
168	3 
169	3 
170	3 
171	1 
172	3 
173	1 
174	1 
175	1 
176	1 
177	1 
178	1 
179	1 
180	1 
