1	8 
2	7 
3	5 
4	3 
5	2 
6	2 
7	4 
8	4 
9	3 
10	7 
11	3 
12	3 
13	1 5 8 
14	2 
15	2 
16	2 
17	5 
18	4 
19	6 
20	1 
21	2 
22	6 
23	4 
24	2 
25	4 
26	1 2 3 
27	4 
28	6 
29	6 
30	3 
31	5 
32	2 
33	6 
34	7 
35	1 5 6 
36	4 
37	2 
38	7 
39	8 
40	1 
41	8 
42	3 
43	4 
44	2 
45	4 
46	5 
47	3 
48	5 
49	8 
50	8 
51	2 
52	5 
53	2 
54	6 
55	1 
56	6 
57	5 
58	5 
59	7 
60	7 
61	5 
62	3 
63	6 
64	5 
65	1 
66	1 
67	3 
68	5 
69	8 
70	5 
71	1 
72	6 
73	8 
74	8 
75	6 
76	7 
77	7 
78	5 
79	7 
80	5 
81	1 
82	7 
83	5 
84	8 
85	8 
86	1 4 7 
87	1 
88	6 
89	6 
90	1 
91	1 2 3 
92	7 
93	8 
94	7 
95	7 
96	1 
97	7 
98	8 
99	6 7 8 
100	8 
101	8 
102	6 
103	6 
104	6 
105	6 
106	1 
107	1 
108	8 
109	2 5 8 
110	1 
111	6 
112	1 5 8 
113	1 
114	6 
115	1 
116	1 4 8 
117	1 
118	6 
119	6 
120	1 
121	1 
122	3 6 7 
123	1 
124	1 4 6 
125	3 7 8 
126	1 
127	1 
128	1 
129	1 
130	1 
131	1 
132	1 3 8 
133	1 
134	1 
135	1 
136	1 
137	1 
138	1 
139	1 
140	1 3 6 
141	1 
142	1 
143	1 
144	1 
145	1 
146	1 
147	1 
148	1 
149	3 6 7 
150	1 
151	1 
152	1 
153	1 
154	1 
155	1 
156	4 7 8 
157	1 
158	1 
159	1 
160	1 
161	1 
162	1 
163	1 
164	1 4 8 
165	1 
166	1 
167	1 
168	1 
169	1 
170	1 
171	1 
172	1 
173	1 
174	1 
175	1 
176	1 
177	1 
178	1 
179	1 
180	1 2 7 
