1	1 
2	2 
3	5 
4	1 
5	4 
6	1 
7	1 3 
8	3 5 
9	3 
10	2 
11	2 
12	4 
13	2 
14	4 
15	1 
16	1 3 
17	4 
18	3 
19	3 
20	4 
21	5 
22	5 
23	1 
24	2 
25	1 
26	5 
27	3 
28	4 
29	4 
30	5 
31	3 
32	1 
33	1 
34	4 
35	6 
36	3 
37	4 
38	6 
39	6 
40	6 
41	4 
42	3 
43	4 
44	3 
45	1 4 
46	4 
47	6 
48	2 
49	1 
50	5 
51	4 
52	4 
53	4 
54	3 
55	4 
56	6 
57	2 3 
58	2 
59	3 
60	4 
61	4 
62	5 
63	2 
64	5 
65	2 
66	6 
67	1 
68	4 
69	4 
70	1 
71	6 
72	3 
73	1 
74	3 
75	1 
76	3 
77	5 
78	1 
79	6 
80	5 
81	6 
82	3 
83	1 
84	3 
85	6 
86	1 
87	1 
88	1 
89	5 
90	1 
91	3 
92	4 
93	4 
94	4 
95	5 
96	4 
97	1 4 
98	6 
99	3 
100	3 
101	5 
102	3 
103	3 
104	5 
105	2 6 
106	2 
107	5 
108	3 
109	3 
110	2 
111	1 
112	2 
113	2 
114	1 6 
115	1 
116	2 
117	1 
118	1 
119	3 
120	1 
121	1 
122	4 
123	3 
124	3 
125	4 
126	1 
127	1 
128	1 
129	1 3 
130	3 
131	1 
132	1 
133	1 
134	1 3 
135	1 4 
136	3 
137	3 
138	4 
139	1 
140	1 
141	1 
142	1 
143	1 
144	1 
145	4 
146	4 
147	3 6 
148	1 
149	1 3 
150	1 
151	3 
152	3 
153	3 
154	3 
155	4 
156	4 
157	1 
158	3 4 
159	4 
160	3 
161	1 
162	4 
163	1 
164	1 
165	1 2 
166	3 
167	1 
168	1 
169	1 
170	1 
171	3 
172	1 
173	1 
174	3 
175	3 
176	3 
177	1 
178	1 5 
179	3 4 
180	2 3 
