1	3 
2	2 
3	2 
4	8 
5	3 
6	5 
7	5 
8	6 
9	3 
10	9 
11	2 
12	9 
13	2 
14	2 
15	6 
16	8 
17	6 
18	7 
19	8 
20	8 
21	6 
22	6 
23	8 
24	5 
25	3 
26	3 
27	8 
28	9 
29	8 
30	6 
31	4 
32	3 
33	5 
34	7 
35	6 
36	5 
37	9 
38	3 
39	9 
40	4 
41	6 
42	9 
43	2 
44	2 
45	4 
46	6 
47	7 
48	5 
49	3 
50	10 
51	10 
52	5 
53	5 
54	5 
55	4 
56	4 
57	7 
58	2 
59	2 
60	5 
61	2 
62	7 
63	2 
64	10 
65	1 
66	10 
67	10 
68	4 
69	7 
70	1 5 10 
71	1 
72	7 
73	4 
74	10 
75	2 4 9 
76	4 
77	10 
78	1 3 7 
79	1 
80	7 
81	10 
82	7 
83	4 
84	7 
85	10 
86	10 
87	4 
88	4 
89	10 
90	1 
91	10 
92	1 
93	1 
94	1 2 9 
95	2 4 10 
96	10 
97	1 6 8 
98	1 4 9 
99	1 
100	1 
101	1 
102	4 
103	4 
104	4 
105	1 
106	1 
107	1 
108	1 
109	1 
110	1 
111	10 
112	10 
113	10 
114	1 
115	1 6 9 
116	1 
117	1 
118	1 
119	10 
120	10 
121	10 
122	10 
123	1 
124	1 
125	1 
126	1 
127	3 7 10 
128	1 5 10 
129	1 
130	1 3 4 
131	1 
132	1 
133	1 
134	1 4 10 
135	1 
136	1 
137	1 
138	1 
139	1 
140	1 
141	1 
142	1 5 8 
143	1 
144	1 
145	1 
146	1 
147	1 
148	1 
149	6 7 9 
150	1 
151	4 6 8 
152	1 
153	1 8 10 
154	1 7 8 
155	1 
156	1 4 7 
157	1 3 5 
158	1 
159	1 
160	1 
161	1 
162	1 
163	1 
164	1 
165	1 2 3 
166	1 
167	1 7 9 
168	1 
169	1 
170	1 
171	1 
172	1 
173	1 7 9 
174	1 
175	1 
176	1 
177	1 4 7 
178	1 
179	1 
180	1 
