1	3 
2	4 
3	2 
4	3 
5	1 5 7 
6	2 
7	2 
8	4 
9	5 
10	7 
11	7 
12	3 
13	5 
14	2 
15	5 
16	7 
17	5 
18	1 4 5 
19	1 4 5 
20	4 5 6 
21	6 
22	1 
23	6 
24	1 
25	5 
26	7 
27	4 
28	2 
29	5 
30	6 
31	1 
32	1 
33	6 
34	1 
35	4 
36	1 5 7 
37	5 
38	1 
39	3 6 7 
40	3 
41	5 
42	7 
43	1 
44	1 
45	2 5 7 
46	2 
47	1 
48	2 
49	5 
50	2 
51	4 
52	1 
53	3 
54	6 
55	7 
56	3 5 6 
57	4 
58	1 2 3 
59	1 3 5 
60	1 
61	3 
62	1 2 5 
63	1 2 7 
64	7 
65	6 
66	6 
67	5 
68	6 
69	1 
70	5 
71	5 
72	4 
73	4 
74	4 
75	6 
76	7 
77	1 
78	1 
79	5 
80	2 
81	5 
82	2 
83	5 
84	2 
85	1 
86	1 
87	5 
88	5 
89	1 
90	5 
91	2 
92	5 
93	3 5 7 
94	1 
95	1 
96	5 
97	1 
98	2 
99	5 
100	2 
101	5 
102	4 
103	1 
104	5 
105	4 
106	5 
107	1 
108	1 
109	5 
110	2 
111	3 4 7 
112	4 
113	1 
114	5 
115	1 
116	4 
117	1 2 5 
118	5 
119	1 
120	4 
121	3 4 5 
122	1 
123	2 
124	4 
125	1 
126	1 2 4 
127	1 
128	1 
129	1 5 7 
130	1 4 5 
131	5 
132	1 
133	5 
134	5 
135	5 
136	4 
137	1 
138	4 5 6 
139	5 
140	4 
141	4 
142	1 
143	1 
144	5 
145	5 
146	1 3 5 
147	5 
148	1 
149	1 
150	1 
151	5 
152	5 
153	1 
154	1 
155	5 
156	5 
157	1 
158	1 
159	5 
160	1 
161	1 4 5 
162	1 
163	1 
164	5 
165	5 
166	5 
167	5 
168	5 
169	5 
170	5 
171	1 2 6 
172	1 
173	1 
174	5 
175	1 2 4 
176	1 
177	5 
178	5 
179	5 
180	1 
