1	5 
2	4 
3	4 
4	6 
5	3 
6	6 
7	7 
8	4 
9	2 
10	8 
11	3 
12	6 
13	7 
14	7 
15	5 
16	1 
17	8 
18	2 
19	4 
20	2 
21	9 
22	3 
23	3 
24	7 
25	8 
26	2 
27	2 
28	1 
29	4 
30	5 
31	9 
32	7 
33	9 
34	3 
35	8 
36	7 
37	5 
38	8 
39	8 
40	1 
41	9 
42	4 
43	6 
44	5 
45	6 
46	6 
47	4 
48	8 
49	9 
50	1 
51	1 3 5 
52	1 
53	9 
54	1 
55	6 
56	9 
57	2 
58	7 
59	5 
60	1 
61	2 
62	4 
63	2 
64	9 
65	4 
66	5 
67	4 
68	6 
69	1 3 6 
70	5 
71	6 
72	2 
73	6 
74	4 
75	1 
76	9 
77	4 
78	3 
79	3 
80	9 
81	2 
82	2 6 9 
83	9 
84	1 
85	9 
86	5 
87	5 
88	1 
89	9 
90	1 
91	4 
92	2 
93	3 
94	1 
95	5 
96	5 
97	5 
98	3 
99	2 
100	1 
101	5 
102	1 
103	3 
104	5 
105	3 
106	5 
107	1 
108	1 
109	2 
110	1 
111	1 
112	2 
113	6 
114	1 
115	1 
116	5 
117	3 7 8 
118	2 
119	2 
120	1 
121	6 
122	1 
123	6 
124	6 
125	5 
126	6 
127	1 
128	5 
129	1 
130	1 5 8 
131	3 5 8 
132	5 
133	1 
134	1 
135	5 
136	1 
137	1 
138	5 
139	1 2 3 
140	1 
141	1 
142	1 4 6 
143	1 
144	1 
145	1 
146	1 
147	1 
148	1 3 6 
149	1 2 7 
150	1 
151	2 3 7 
152	7 8 9 
153	1 
154	1 
155	1 
156	1 
157	1 
158	1 
159	1 2 8 
160	1 
161	1 
162	1 
163	1 6 9 
164	1 5 6 
165	4 6 7 
166	1 5 7 
167	1 
168	1 
169	1 
170	1 
171	1 
172	1 
173	1 
174	1 4 6 
175	1 
176	1 
177	1 
178	1 
179	1 
180	1 
