1	9 
2	7 
3	8 
4	4 
5	1 
6	1 
7	6 
8	1 
9	1 
10	1 4 
11	2 
12	8 
13	4 
14	1 4 
15	7 
16	3 
17	7 
18	5 
19	6 
20	3 
21	7 
22	2 
23	5 
24	9 
25	1 
26	8 
27	7 
28	3 
29	7 
30	2 
31	3 9 
32	5 
33	7 
34	2 
35	2 
36	7 
37	8 
38	5 
39	8 
40	4 
41	1 4 
42	9 
43	3 
44	5 
45	1 3 
46	5 
47	2 
48	7 
49	1 
50	8 9 
51	6 
52	3 
53	1 
54	5 
55	4 
56	8 
57	3 
58	9 
59	2 
60	9 
61	4 
62	3 
63	9 
64	6 
65	9 
66	6 
67	5 
68	3 
69	8 
70	4 
71	5 
72	7 
73	6 
74	2 
75	1 
76	1 
77	8 
78	4 
79	7 
80	8 
81	9 
82	1 3 
83	2 
84	3 
85	2 6 
86	4 
87	8 
88	1 
89	1 3 
90	9 
91	5 
92	4 
93	7 
94	3 
95	6 
96	7 
97	5 
98	8 
99	8 
100	6 
101	1 
102	4 5 
103	5 
104	1 
105	2 
106	7 
107	1 6 
108	7 9 
109	1 
110	2 
111	4 
112	2 
113	2 
114	6 
115	1 
116	1 
117	6 
118	6 
119	4 
120	2 
121	3 
122	3 
123	1 
124	2 
125	6 
126	4 
127	1 
128	6 
129	1 
130	3 
131	6 
132	6 
133	3 
134	6 
135	3 4 
136	3 
137	3 
138	6 
139	1 7 
140	6 
141	3 4 
142	1 
143	1 
144	1 
145	1 
146	1 
147	1 
148	1 6 
149	1 
150	1 
151	1 
152	2 5 
153	1 
154	1 
155	2 8 
156	1 
157	1 
158	1 9 
159	1 
160	1 
161	4 6 
162	4 6 
163	1 
164	1 
165	1 
166	1 
167	1 
168	1 
169	1 
170	1 2 
171	1 
172	1 
173	1 
174	1 
175	1 
176	1 
177	1 
178	1 
179	1 
180	1 
